image,field,group,item_index,sub_index,token,label,truth,aligned,normalized_path,cell_path,x1,y1,x2,y2,width,height
b1262cde00f981a7d8e8.jpg,answer,answer_3,33,3,D,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q33_D.png,474,134,593,193,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,34,0,A,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q34_A.png,93,199,212,259,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,34,1,B,1,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q34_B.png,220,199,339,259,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,34,2,C,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q34_C.png,347,199,466,259,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,34,3,D,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q34_D.png,474,199,593,259,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,35,0,A,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q35_A.png,93,265,212,325,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,35,1,B,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q35_B.png,220,265,339,325,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,35,2,C,1,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q35_C.png,347,265,466,325,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,35,3,D,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q35_D.png,474,265,593,325,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,36,0,A,0,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q36_A.png,93,331,212,390,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,36,1,B,0,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q36_B.png,220,331,339,390,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,36,2,C,0,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q36_C.png,347,331,466,390,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,36,3,D,1,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q36_D.png,474,331,593,390,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,37,0,A,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q37_A.png,93,396,212,456,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,37,1,B,1,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q37_B.png,220,396,339,456,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,37,2,C,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q37_C.png,347,396,466,456,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,37,3,D,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q37_D.png,474,396,593,456,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,38,0,A,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q38_A.png,93,462,212,521,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,38,1,B,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q38_B.png,220,462,339,521,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,38,2,C,1,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q38_C.png,347,462,466,521,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,38,3,D,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q38_D.png,474,462,593,521,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,39,0,A,0,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q39_A.png,93,527,212,587,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,39,1,B,0,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q39_B.png,220,527,339,587,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,39,2,C,0,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q39_C.png,347,527,466,587,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,39,3,D,1,D,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q39_D.png,474,527,593,587,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,40,0,A,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q40_A.png,93,593,212,653,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,40,1,B,1,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q40_B.png,220,593,339,653,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,40,2,C,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q40_C.png,347,593,466,653,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,40,3,D,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q40_D.png,474,593,593,653,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,41,0,A,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q41_A.png,93,659,212,718,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,41,1,B,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q41_B.png,220,659,339,718,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,41,2,C,1,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q41_C.png,347,659,466,718,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,41,3,D,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q41_D.png,474,659,593,718,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,42,0,A,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q42_A.png,93,724,212,784,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,42,1,B,1,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q42_B.png,220,724,339,784,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,42,2,C,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q42_C.png,347,724,466,784,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,42,3,D,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q42_D.png,474,724,593,784,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,43,0,A,1,A,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q43_A.png,93,790,212,849,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,43,1,B,0,A,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q43_B.png,220,790,339,849,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,43,2,C,0,A,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q43_C.png,347,790,466,849,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,43,3,D,0,A,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q43_D.png,474,790,593,849,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,44,0,A,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q44_A.png,93,855,212,915,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,44,1,B,1,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q44_B.png,220,855,339,915,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,44,2,C,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q44_C.png,347,855,466,915,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,44,3,D,0,B,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q44_D.png,474,855,593,915,119,60
b1262cde00f981a7d8e8.jpg,answer,answer_3,45,0,A,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q45_A.png,93,921,212,980,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,45,1,B,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q45_B.png,220,921,339,980,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,45,2,C,1,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_1\b1262cde00f981a7d8e8\answer_3_q45_C.png,347,921,466,980,119,59
b1262cde00f981a7d8e8.jpg,answer,answer_3,45,3,D,0,C,True,normalized\b1262cde00f981a7d8e8\answer_3.png,cells\answer\label_0\b1262cde00f981a7d8e8\answer_3_q45_D.png,474,921,593,980,119,59
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,0,0,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d0.png,0,0,44,33,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,1,1,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d1.png,0,33,44,67,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,2,2,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d2.png,0,67,44,100,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,3,3,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d3.png,0,100,44,134,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,4,4,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d4.png,0,134,44,168,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,5,5,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d5.png,0,168,44,201,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,6,6,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d6.png,0,201,44,235,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,7,7,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d7.png,0,235,44,268,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,8,8,1,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c01_d8.png,0,268,44,302,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,1,9,9,0,8,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c01_d9.png,0,302,44,336,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,0,0,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d0.png,44,0,89,33,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,1,1,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d1.png,44,33,89,67,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,2,2,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d2.png,44,67,89,100,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,3,3,1,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c02_d3.png,44,100,89,134,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,4,4,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d4.png,44,134,89,168,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,5,5,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d5.png,44,168,89,201,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,6,6,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d6.png,44,201,89,235,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,7,7,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d7.png,44,235,89,268,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,8,8,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d8.png,44,268,89,302,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,2,9,9,0,3,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c02_d9.png,44,302,89,336,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,0,0,1,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c03_d0.png,89,0,134,33,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,1,1,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d1.png,89,33,134,67,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,2,2,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d2.png,89,67,134,100,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,3,3,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d3.png,89,100,134,134,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,4,4,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d4.png,89,134,134,168,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,5,5,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d5.png,89,168,134,201,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,6,6,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d6.png,89,201,134,235,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,7,7,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d7.png,89,235,134,268,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,8,8,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d8.png,89,268,134,302,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,3,9,9,0,0,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c03_d9.png,89,302,134,336,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,0,0,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d0.png,134,0,179,33,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,1,1,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d1.png,134,33,179,67,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,2,2,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d2.png,134,67,179,100,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,3,3,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d3.png,134,100,179,134,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,4,4,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d4.png,134,134,179,168,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,5,5,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d5.png,134,168,179,201,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,6,6,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d6.png,134,201,179,235,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,7,7,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d7.png,134,235,179,268,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,8,8,0,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c04_d8.png,134,268,179,302,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,4,9,9,1,9,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c04_d9.png,134,302,179,336,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,0,0,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d0.png,179,0,223,33,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,1,1,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d1.png,179,33,223,67,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,2,2,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d2.png,179,67,223,100,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,3,3,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d3.png,179,100,223,134,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,4,4,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d4.png,179,134,223,168,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,5,5,1,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c05_d5.png,179,168,223,201,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,6,6,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d6.png,179,201,223,235,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,7,7,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d7.png,179,235,223,268,44,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,8,8,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d8.png,179,268,223,302,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,5,9,9,0,5,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c05_d9.png,179,302,223,336,44,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,0,0,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d0.png,223,0,268,33,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,1,1,1,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c06_d1.png,223,33,268,67,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,2,2,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d2.png,223,67,268,100,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,3,3,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d3.png,223,100,268,134,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,4,4,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d4.png,223,134,268,168,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,5,5,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d5.png,223,168,268,201,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,6,6,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d6.png,223,201,268,235,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,7,7,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d7.png,223,235,268,268,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,8,8,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d8.png,223,268,268,302,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,6,9,9,0,1,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c06_d9.png,223,302,268,336,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,0,0,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d0.png,268,0,313,33,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,1,1,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d1.png,268,33,313,67,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,2,2,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d2.png,268,67,313,100,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,3,3,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d3.png,268,100,313,134,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,4,4,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d4.png,268,134,313,168,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,5,5,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d5.png,268,168,313,201,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,6,6,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d6.png,268,201,313,235,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,7,7,1,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_1\b1262cde00f981a7d8e8\mssv_c07_d7.png,268,235,313,268,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,8,8,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d8.png,268,268,313,302,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,7,9,9,0,7,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c07_d9.png,268,302,313,336,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,8,0,0,0,6,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c08_d0.png,313,0,358,33,45,33
b1262cde00f981a7d8e8.jpg,mssv,mssv,8,1,1,0,6,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c08_d1.png,313,33,358,67,45,34
b1262cde00f981a7d8e8.jpg,mssv,mssv,8,2,2,0,6,True,normalized\b1262cde00f981a7d8e8\mssv.png,cells\mssv\label_0\b1262cde00f981a7d8e8\mssv_c08_d2.png,313,67,358,100,45,33
